,Zahl,Dozen,Black/Red,Even/Odd,High/Low,Column
4325,28,Dozen 3,Black,Even,High,Column 1
4326,29,Dozen 3,Black,Odd,High,Column 2
4327,23,Dozen 2,Red,Odd,High,Column 2
4328,31,Dozen 3,Black,Odd,High,Column 1
4329,15,Dozen 2,Black,Odd,Low,Column 3
4330,27,Dozen 3,Red,Odd,High,Column 3
4331,5,Dozen 1,Red,Odd,Low,Column 2
4332,14,Dozen 2,Red,Even,Low,Column 2
4333,10,Dozen 1,Black,Even,Low,Column 1
4334,23,Dozen 2,Red,Odd,High,Column 2
4335,32,Dozen 3,Red,Even,High,Column 2
4336,24,Dozen 2,Black,Even,High,Column 3
4337,2,Dozen 1,Black,Even,Low,Column 2
4338,13,Dozen 2,Black,Odd,Low,Column 1
4339,31,Dozen 3,Black,Odd,High,Column 1
4340,10,Dozen 1,Black,Even,Low,Column 1
4341,11,Dozen 1,Black,Odd,Low,Column 2
4342,31,Dozen 3,Black,Odd,High,Column 1
4343,21,Dozen 2,Red,Odd,High,Column 3
4344,35,Dozen 3,Black,Odd,High,Column 2
4345,17,Dozen 2,Black,Odd,Low,Column 2
4346,21,Dozen 2,Red,Odd,High,Column 3
4347,13,Dozen 2,Black,Odd,Low,Column 1
4348,30,Dozen 3,Red,Even,High,Column 3
4349,36,Dozen 3,Red,Even,High,Column 3
4350,15,Dozen 2,Black,Odd,Low,Column 3
4351,34,Dozen 3,Red,Even,High,Column 1
4352,25,Dozen 3,Red,Odd,High,Column 1
4353,1,Dozen 1,Red,Odd,Low,Column 1
4354,22,Dozen 2,Black,Even,High,Column 1
4355,15,Dozen 2,Black,Odd,Low,Column 3
4356,3,Dozen 1,Red,Odd,Low,Column 3
4357,36,Dozen 3,Red,Even,High,Column 3
4358,10,Dozen 1,Black,Even,Low,Column 1
4359,16,Dozen 2,Red,Even,Low,Column 1
4360,28,Dozen 3,Black,Even,High,Column 1
4361,10,Dozen 1,Black,Even,Low,Column 1
4362,22,Dozen 2,Black,Even,High,Column 1
4363,7,Dozen 1,Red,Odd,Low,Column 1
4364,8,Dozen 1,Black,Even,Low,Column 2
4365,32,Dozen 3,Red,Even,High,Column 2
4366,1,Dozen 1,Red,Odd,Low,Column 1
4367,10,Dozen 1,Black,Even,Low,Column 1
4368,27,Dozen 3,Red,Odd,High,Column 3
4369,13,Dozen 2,Black,Odd,Low,Column 1
4370,16,Dozen 2,Red,Even,Low,Column 1
4371,24,Dozen 2,Black,Even,High,Column 3
4372,2,Dozen 1,Black,Even,Low,Column 2
4373,16,Dozen 2,Red,Even,Low,Column 1
4374,2,Dozen 1,Black,Even,Low,Column 2
4375,31,Dozen 3,Black,Odd,High,Column 1
4376,4,Dozen 1,Black,Even,Low,Column 1
4377,14,Dozen 2,Red,Even,Low,Column 2
4378,19,Dozen 2,Red,Odd,High,Column 1
4379,23,Dozen 2,Red,Odd,High,Column 2
4380,27,Dozen 3,Red,Odd,High,Column 3
4381,18,Dozen 2,Red,Even,Low,Column 3
4382,9,Dozen 1,Red,Odd,Low,Column 3
4383,10,Dozen 1,Black,Even,Low,Column 1
4384,3,Dozen 1,Red,Odd,Low,Column 3
4385,33,Dozen 3,Black,Odd,High,Column 3
4386,19,Dozen 2,Red,Odd,High,Column 1
4387,31,Dozen 3,Black,Odd,High,Column 1
4388,10,Dozen 1,Black,Even,Low,Column 1
4389,7,Dozen 1,Red,Odd,Low,Column 1
4390,27,Dozen 3,Red,Odd,High,Column 3
4391,8,Dozen 1,Black,Even,Low,Column 2
4392,10,Dozen 1,Black,Even,Low,Column 1
4393,23,Dozen 2,Red,Odd,High,Column 2
4394,21,Dozen 2,Red,Odd,High,Column 3
4395,4,Dozen 1,Black,Even,Low,Column 1
4396,35,Dozen 3,Black,Odd,High,Column 2
4397,33,Dozen 3,Black,Odd,High,Column 3
4398,9,Dozen 1,Red,Odd,Low,Column 3
4399,4,Dozen 1,Black,Even,Low,Column 1
4400,18,Dozen 2,Red,Even,Low,Column 3
4401,7,Dozen 1,Red,Odd,Low,Column 1
4402,32,Dozen 3,Red,Even,High,Column 2
4403,2,Dozen 1,Black,Even,Low,Column 2
4404,25,Dozen 3,Red,Odd,High,Column 1
4405,29,Dozen 3,Black,Odd,High,Column 2
4406,15,Dozen 2,Black,Odd,Low,Column 3
4407,4,Dozen 1,Black,Even,Low,Column 1
4408,24,Dozen 2,Black,Even,High,Column 3
4409,8,Dozen 1,Black,Even,Low,Column 2
4410,34,Dozen 3,Red,Even,High,Column 1
4411,31,Dozen 3,Black,Odd,High,Column 1
4412,1,Dozen 1,Red,Odd,Low,Column 1
4413,2,Dozen 1,Black,Even,Low,Column 2
4414,12,Dozen 1,Red,Even,Low,Column 3
4415,29,Dozen 3,Black,Odd,High,Column 2
4416,7,Dozen 1,Red,Odd,Low,Column 1
4417,2,Dozen 1,Black,Even,Low,Column 2
4418,15,Dozen 2,Black,Odd,Low,Column 3
4419,26,Dozen 3,Black,Even,High,Column 2
4420,2,Dozen 1,Black,Even,Low,Column 2
4421,4,Dozen 1,Black,Even,Low,Column 1
4422,21,Dozen 2,Red,Odd,High,Column 3
4423,20,Dozen 2,Black,Even,High,Column 2
4424,11,Dozen 1,Black,Odd,Low,Column 2
4425,26,Dozen 3,Black,Even,High,Column 2
4426,10,Dozen 1,Black,Even,Low,Column 1
4427,4,Dozen 1,Black,Even,Low,Column 1
4428,3,Dozen 1,Red,Odd,Low,Column 3
4429,32,Dozen 3,Red,Even,High,Column 2
4430,8,Dozen 1,Black,Even,Low,Column 2
4431,32,Dozen 3,Red,Even,High,Column 2
4432,11,Dozen 1,Black,Odd,Low,Column 2
4433,17,Dozen 2,Black,Odd,Low,Column 2
4434,19,Dozen 2,Red,Odd,High,Column 1
4435,7,Dozen 1,Red,Odd,Low,Column 1
4436,4,Dozen 1,Black,Even,Low,Column 1
4437,16,Dozen 2,Red,Even,Low,Column 1
4438,2,Dozen 1,Black,Even,Low,Column 2
4439,11,Dozen 1,Black,Odd,Low,Column 2
4440,13,Dozen 2,Black,Odd,Low,Column 1
4441,20,Dozen 2,Black,Even,High,Column 2
4442,0,0,0,0,0,0
4443,8,Dozen 1,Black,Even,Low,Column 2
4444,20,Dozen 2,Black,Even,High,Column 2
4445,36,Dozen 3,Red,Even,High,Column 3
4446,35,Dozen 3,Black,Odd,High,Column 2
4447,35,Dozen 3,Black,Odd,High,Column 2
4448,29,Dozen 3,Black,Odd,High,Column 2
4449,25,Dozen 3,Red,Odd,High,Column 1
4450,1,Dozen 1,Red,Odd,Low,Column 1
4451,11,Dozen 1,Black,Odd,Low,Column 2
4452,30,Dozen 3,Red,Even,High,Column 3
4453,33,Dozen 3,Black,Odd,High,Column 3
4454,29,Dozen 3,Black,Odd,High,Column 2
4455,5,Dozen 1,Red,Odd,Low,Column 2
4456,20,Dozen 2,Black,Even,High,Column 2
4457,1,Dozen 1,Red,Odd,Low,Column 1
4458,6,Dozen 1,Black,Even,Low,Column 3
4459,34,Dozen 3,Red,Even,High,Column 1
4460,3,Dozen 1,Red,Odd,Low,Column 3
4461,11,Dozen 1,Black,Odd,Low,Column 2
4462,34,Dozen 3,Red,Even,High,Column 1
4463,16,Dozen 2,Red,Even,Low,Column 1
4464,27,Dozen 3,Red,Odd,High,Column 3
4465,12,Dozen 1,Red,Even,Low,Column 3
4466,26,Dozen 3,Black,Even,High,Column 2
4467,11,Dozen 1,Black,Odd,Low,Column 2
4468,10,Dozen 1,Black,Even,Low,Column 1
4469,28,Dozen 3,Black,Even,High,Column 1
4470,19,Dozen 2,Red,Odd,High,Column 1
4471,19,Dozen 2,Red,Odd,High,Column 1
4472,20,Dozen 2,Black,Even,High,Column 2
4473,35,Dozen 3,Black,Odd,High,Column 2
4474,19,Dozen 2,Red,Odd,High,Column 1
4475,10,Dozen 1,Black,Even,Low,Column 1
4476,17,Dozen 2,Black,Odd,Low,Column 2
4477,6,Dozen 1,Black,Even,Low,Column 3
4478,11,Dozen 1,Black,Odd,Low,Column 2
4479,6,Dozen 1,Black,Even,Low,Column 3
4480,24,Dozen 2,Black,Even,High,Column 3
4481,6,Dozen 1,Black,Even,Low,Column 3
4482,9,Dozen 1,Red,Odd,Low,Column 3
4483,1,Dozen 1,Red,Odd,Low,Column 1
4484,15,Dozen 2,Black,Odd,Low,Column 3
4485,24,Dozen 2,Black,Even,High,Column 3
4486,10,Dozen 1,Black,Even,Low,Column 1
4487,3,Dozen 1,Red,Odd,Low,Column 3
4488,1,Dozen 1,Red,Odd,Low,Column 1
4489,13,Dozen 2,Black,Odd,Low,Column 1
4490,36,Dozen 3,Red,Even,High,Column 3
4491,21,Dozen 2,Red,Odd,High,Column 3
4492,21,Dozen 2,Red,Odd,High,Column 3
4493,3,Dozen 1,Red,Odd,Low,Column 3
4494,4,Dozen 1,Black,Even,Low,Column 1
4495,22,Dozen 2,Black,Even,High,Column 1
4496,6,Dozen 1,Black,Even,Low,Column 3
4497,11,Dozen 1,Black,Odd,Low,Column 2
4498,1,Dozen 1,Red,Odd,Low,Column 1
4499,36,Dozen 3,Red,Even,High,Column 3
4500,6,Dozen 1,Black,Even,Low,Column 3
4501,23,Dozen 2,Red,Odd,High,Column 2
4502,17,Dozen 2,Black,Odd,Low,Column 2
4503,30,Dozen 3,Red,Even,High,Column 3
4504,0,0,0,0,0,0
4505,31,Dozen 3,Black,Odd,High,Column 1
4506,14,Dozen 2,Red,Even,Low,Column 2
4507,23,Dozen 2,Red,Odd,High,Column 2
4508,15,Dozen 2,Black,Odd,Low,Column 3
4509,17,Dozen 2,Black,Odd,Low,Column 2
4510,33,Dozen 3,Black,Odd,High,Column 3
4511,10,Dozen 1,Black,Even,Low,Column 1
4512,22,Dozen 2,Black,Even,High,Column 1
4513,9,Dozen 1,Red,Odd,Low,Column 3
4514,35,Dozen 3,Black,Odd,High,Column 2
4515,30,Dozen 3,Red,Even,High,Column 3
4516,3,Dozen 1,Red,Odd,Low,Column 3
4517,20,Dozen 2,Black,Even,High,Column 2
4518,6,Dozen 1,Black,Even,Low,Column 3
4519,19,Dozen 2,Red,Odd,High,Column 1
4520,13,Dozen 2,Black,Odd,Low,Column 1
4521,7,Dozen 1,Red,Odd,Low,Column 1
4522,27,Dozen 3,Red,Odd,High,Column 3
4523,33,Dozen 3,Black,Odd,High,Column 3
4524,24,Dozen 2,Black,Even,High,Column 3
4525,30,Dozen 3,Red,Even,High,Column 3
4526,7,Dozen 1,Red,Odd,Low,Column 1
4527,8,Dozen 1,Black,Even,Low,Column 2
4528,7,Dozen 1,Red,Odd,Low,Column 1
4529,35,Dozen 3,Black,Odd,High,Column 2
4530,3,Dozen 1,Red,Odd,Low,Column 3
4531,13,Dozen 2,Black,Odd,Low,Column 1
4532,16,Dozen 2,Red,Even,Low,Column 1
4533,21,Dozen 2,Red,Odd,High,Column 3
4534,7,Dozen 1,Red,Odd,Low,Column 1
4535,21,Dozen 2,Red,Odd,High,Column 3
4536,22,Dozen 2,Black,Even,High,Column 1
4537,4,Dozen 1,Black,Even,Low,Column 1
4538,33,Dozen 3,Black,Odd,High,Column 3
4539,36,Dozen 3,Red,Even,High,Column 3
4540,7,Dozen 1,Red,Odd,Low,Column 1
4541,8,Dozen 1,Black,Even,Low,Column 2
4542,34,Dozen 3,Red,Even,High,Column 1
4543,19,Dozen 2,Red,Odd,High,Column 1
4544,1,Dozen 1,Red,Odd,Low,Column 1
4545,24,Dozen 2,Black,Even,High,Column 3
4546,2,Dozen 1,Black,Even,Low,Column 2
4547,20,Dozen 2,Black,Even,High,Column 2
4548,10,Dozen 1,Black,Even,Low,Column 1
4549,0,0,0,0,0,0
4550,2,Dozen 1,Black,Even,Low,Column 2
4551,26,Dozen 3,Black,Even,High,Column 2
4552,9,Dozen 1,Red,Odd,Low,Column 3
4553,2,Dozen 1,Black,Even,Low,Column 2
4554,32,Dozen 3,Red,Even,High,Column 2
4555,9,Dozen 1,Red,Odd,Low,Column 3
4556,0,0,0,0,0,0
4557,32,Dozen 3,Red,Even,High,Column 2
4558,9,Dozen 1,Red,Odd,Low,Column 3
4559,16,Dozen 2,Red,Even,Low,Column 1
4560,32,Dozen 3,Red,Even,High,Column 2
4561,0,0,0,0,0,0
4562,33,Dozen 3,Black,Odd,High,Column 3
4563,28,Dozen 3,Black,Even,High,Column 1
4564,10,Dozen 1,Black,Even,Low,Column 1
4565,22,Dozen 2,Black,Even,High,Column 1
4566,7,Dozen 1,Red,Odd,Low,Column 1
4567,7,Dozen 1,Red,Odd,Low,Column 1
4568,17,Dozen 2,Black,Odd,Low,Column 2
4569,25,Dozen 3,Red,Odd,High,Column 1
4570,36,Dozen 3,Red,Even,High,Column 3
4571,14,Dozen 2,Red,Even,Low,Column 2
4572,21,Dozen 2,Red,Odd,High,Column 3
4573,1,Dozen 1,Red,Odd,Low,Column 1
4574,6,Dozen 1,Black,Even,Low,Column 3
4575,33,Dozen 3,Black,Odd,High,Column 3
4576,10,Dozen 1,Black,Even,Low,Column 1
4577,14,Dozen 2,Red,Even,Low,Column 2
4578,4,Dozen 1,Black,Even,Low,Column 1
4579,27,Dozen 3,Red,Odd,High,Column 3
4580,16,Dozen 2,Red,Even,Low,Column 1
4581,7,Dozen 1,Red,Odd,Low,Column 1
4582,14,Dozen 2,Red,Even,Low,Column 2
4583,26,Dozen 3,Black,Even,High,Column 2
4584,13,Dozen 2,Black,Odd,Low,Column 1
4585,35,Dozen 3,Black,Odd,High,Column 2
4586,33,Dozen 3,Black,Odd,High,Column 3
4587,8,Dozen 1,Black,Even,Low,Column 2
4588,36,Dozen 3,Red,Even,High,Column 3
4589,17,Dozen 2,Black,Odd,Low,Column 2
4590,24,Dozen 2,Black,Even,High,Column 3
4591,4,Dozen 1,Black,Even,Low,Column 1
4592,20,Dozen 2,Black,Even,High,Column 2
4593,24,Dozen 2,Black,Even,High,Column 3
4594,19,Dozen 2,Red,Odd,High,Column 1
4595,17,Dozen 2,Black,Odd,Low,Column 2
4596,4,Dozen 1,Black,Even,Low,Column 1
4597,18,Dozen 2,Red,Even,Low,Column 3
4598,2,Dozen 1,Black,Even,Low,Column 2
4599,33,Dozen 3,Black,Odd,High,Column 3
4600,10,Dozen 1,Black,Even,Low,Column 1
4601,16,Dozen 2,Red,Even,Low,Column 1
4602,4,Dozen 1,Black,Even,Low,Column 1
4603,24,Dozen 2,Black,Even,High,Column 3
4604,29,Dozen 3,Black,Odd,High,Column 2
4605,14,Dozen 2,Red,Even,Low,Column 2
4606,10,Dozen 1,Black,Even,Low,Column 1
4607,2,Dozen 1,Black,Even,Low,Column 2
4608,24,Dozen 2,Black,Even,High,Column 3
4609,6,Dozen 1,Black,Even,Low,Column 3
4610,25,Dozen 3,Red,Odd,High,Column 1
4611,8,Dozen 1,Black,Even,Low,Column 2
4612,6,Dozen 1,Black,Even,Low,Column 3
4613,29,Dozen 3,Black,Odd,High,Column 2
4614,26,Dozen 3,Black,Even,High,Column 2
4615,1,Dozen 1,Red,Odd,Low,Column 1
4616,17,Dozen 2,Black,Odd,Low,Column 2
4617,7,Dozen 1,Red,Odd,Low,Column 1
4618,11,Dozen 1,Black,Odd,Low,Column 2
4619,8,Dozen 1,Black,Even,Low,Column 2
4620,20,Dozen 2,Black,Even,High,Column 2
4621,23,Dozen 2,Red,Odd,High,Column 2
4622,13,Dozen 2,Black,Odd,Low,Column 1
4623,6,Dozen 1,Black,Even,Low,Column 3
4624,20,Dozen 2,Black,Even,High,Column 2
4625,36,Dozen 3,Red,Even,High,Column 3
4626,24,Dozen 2,Black,Even,High,Column 3
4627,36,Dozen 3,Red,Even,High,Column 3
4628,32,Dozen 3,Red,Even,High,Column 2
4629,25,Dozen 3,Red,Odd,High,Column 1
4630,26,Dozen 3,Black,Even,High,Column 2
4631,35,Dozen 3,Black,Odd,High,Column 2
4632,30,Dozen 3,Red,Even,High,Column 3
4633,22,Dozen 2,Black,Even,High,Column 1
4634,26,Dozen 3,Black,Even,High,Column 2
4635,14,Dozen 2,Red,Even,Low,Column 2
4636,28,Dozen 3,Black,Even,High,Column 1
4637,36,Dozen 3,Red,Even,High,Column 3
4638,14,Dozen 2,Red,Even,Low,Column 2
4639,4,Dozen 1,Black,Even,Low,Column 1
4640,16,Dozen 2,Red,Even,Low,Column 1
4641,19,Dozen 2,Red,Odd,High,Column 1
4642,27,Dozen 3,Red,Odd,High,Column 3
4643,14,Dozen 2,Red,Even,Low,Column 2
4644,35,Dozen 3,Black,Odd,High,Column 2
4645,9,Dozen 1,Red,Odd,Low,Column 3
4646,3,Dozen 1,Red,Odd,Low,Column 3
4647,15,Dozen 2,Black,Odd,Low,Column 3
4648,19,Dozen 2,Red,Odd,High,Column 1
4649,16,Dozen 2,Red,Even,Low,Column 1
4650,16,Dozen 2,Red,Even,Low,Column 1
4651,8,Dozen 1,Black,Even,Low,Column 2
4652,23,Dozen 2,Red,Odd,High,Column 2
4653,5,Dozen 1,Red,Odd,Low,Column 2
4654,23,Dozen 2,Red,Odd,High,Column 2
4655,3,Dozen 1,Red,Odd,Low,Column 3
4656,4,Dozen 1,Black,Even,Low,Column 1
4657,2,Dozen 1,Black,Even,Low,Column 2
4658,8,Dozen 1,Black,Even,Low,Column 2
4659,10,Dozen 1,Black,Even,Low,Column 1
4660,34,Dozen 3,Red,Even,High,Column 1
4661,20,Dozen 2,Black,Even,High,Column 2
4662,0,0,0,0,0,0
4663,29,Dozen 3,Black,Odd,High,Column 2
4664,28,Dozen 3,Black,Even,High,Column 1
4665,5,Dozen 1,Red,Odd,Low,Column 2
4666,22,Dozen 2,Black,Even,High,Column 1
4667,11,Dozen 1,Black,Odd,Low,Column 2
4668,20,Dozen 2,Black,Even,High,Column 2
4669,14,Dozen 2,Red,Even,Low,Column 2
4670,36,Dozen 3,Red,Even,High,Column 3
4671,15,Dozen 2,Black,Odd,Low,Column 3
4672,10,Dozen 1,Black,Even,Low,Column 1
4673,34,Dozen 3,Red,Even,High,Column 1
4674,23,Dozen 2,Red,Odd,High,Column 2
4675,22,Dozen 2,Black,Even,High,Column 1
4676,35,Dozen 3,Black,Odd,High,Column 2
4677,13,Dozen 2,Black,Odd,Low,Column 1
4678,32,Dozen 3,Red,Even,High,Column 2
4679,32,Dozen 3,Red,Even,High,Column 2
4680,33,Dozen 3,Black,Odd,High,Column 3
4681,16,Dozen 2,Red,Even,Low,Column 1
4682,12,Dozen 1,Red,Even,Low,Column 3
4683,9,Dozen 1,Red,Odd,Low,Column 3
4684,33,Dozen 3,Black,Odd,High,Column 3
4685,8,Dozen 1,Black,Even,Low,Column 2
4686,24,Dozen 2,Black,Even,High,Column 3
4687,11,Dozen 1,Black,Odd,Low,Column 2
4688,0,0,0,0,0,0
4689,15,Dozen 2,Black,Odd,Low,Column 3
4690,30,Dozen 3,Red,Even,High,Column 3
4691,18,Dozen 2,Red,Even,Low,Column 3
4692,33,Dozen 3,Black,Odd,High,Column 3
4693,11,Dozen 1,Black,Odd,Low,Column 2
4694,26,Dozen 3,Black,Even,High,Column 2
4695,6,Dozen 1,Black,Even,Low,Column 3
4696,6,Dozen 1,Black,Even,Low,Column 3
4697,3,Dozen 1,Red,Odd,Low,Column 3
4698,22,Dozen 2,Black,Even,High,Column 1
4699,3,Dozen 1,Red,Odd,Low,Column 3
4700,16,Dozen 2,Red,Even,Low,Column 1
4701,11,Dozen 1,Black,Odd,Low,Column 2
4702,20,Dozen 2,Black,Even,High,Column 2
4703,32,Dozen 3,Red,Even,High,Column 2
4704,22,Dozen 2,Black,Even,High,Column 1
4705,3,Dozen 1,Red,Odd,Low,Column 3
4706,4,Dozen 1,Black,Even,Low,Column 1
4707,21,Dozen 2,Red,Odd,High,Column 3
4708,0,0,0,0,0,0
4709,1,Dozen 1,Red,Odd,Low,Column 1
4710,36,Dozen 3,Red,Even,High,Column 3
4711,5,Dozen 1,Red,Odd,Low,Column 2
4712,17,Dozen 2,Black,Odd,Low,Column 2
4713,14,Dozen 2,Red,Even,Low,Column 2
4714,10,Dozen 1,Black,Even,Low,Column 1
4715,0,0,0,0,0,0
4716,29,Dozen 3,Black,Odd,High,Column 2
4717,0,0,0,0,0,0
4718,4,Dozen 1,Black,Even,Low,Column 1
4719,23,Dozen 2,Red,Odd,High,Column 2
4720,25,Dozen 3,Red,Odd,High,Column 1
4721,26,Dozen 3,Black,Even,High,Column 2
4722,33,Dozen 3,Black,Odd,High,Column 3
4723,16,Dozen 2,Red,Even,Low,Column 1
4724,28,Dozen 3,Black,Even,High,Column 1
4725,21,Dozen 2,Red,Odd,High,Column 3
4726,34,Dozen 3,Red,Even,High,Column 1
4727,2,Dozen 1,Black,Even,Low,Column 2
4728,20,Dozen 2,Black,Even,High,Column 2
4729,8,Dozen 1,Black,Even,Low,Column 2
4730,17,Dozen 2,Black,Odd,Low,Column 2
4731,0,0,0,0,0,0
4732,35,Dozen 3,Black,Odd,High,Column 2
4733,17,Dozen 2,Black,Odd,Low,Column 2
4734,7,Dozen 1,Red,Odd,Low,Column 1
4735,17,Dozen 2,Black,Odd,Low,Column 2
4736,31,Dozen 3,Black,Odd,High,Column 1
4737,18,Dozen 2,Red,Even,Low,Column 3
4738,36,Dozen 3,Red,Even,High,Column 3
4739,17,Dozen 2,Black,Odd,Low,Column 2
4740,1,Dozen 1,Red,Odd,Low,Column 1
4741,31,Dozen 3,Black,Odd,High,Column 1
4742,20,Dozen 2,Black,Even,High,Column 2
4743,28,Dozen 3,Black,Even,High,Column 1
4744,20,Dozen 2,Black,Even,High,Column 2
4745,3,Dozen 1,Red,Odd,Low,Column 3
4746,25,Dozen 3,Red,Odd,High,Column 1
4747,5,Dozen 1,Red,Odd,Low,Column 2
4748,32,Dozen 3,Red,Even,High,Column 2
4749,1,Dozen 1,Red,Odd,Low,Column 1
4750,9,Dozen 1,Red,Odd,Low,Column 3
4751,34,Dozen 3,Red,Even,High,Column 1
4752,19,Dozen 2,Red,Odd,High,Column 1
4753,3,Dozen 1,Red,Odd,Low,Column 3
4754,6,Dozen 1,Black,Even,Low,Column 3
4755,4,Dozen 1,Black,Even,Low,Column 1
4756,22,Dozen 2,Black,Even,High,Column 1
4757,19,Dozen 2,Red,Odd,High,Column 1
4758,15,Dozen 2,Black,Odd,Low,Column 3
4759,32,Dozen 3,Red,Even,High,Column 2
4760,11,Dozen 1,Black,Odd,Low,Column 2
4761,6,Dozen 1,Black,Even,Low,Column 3
4762,22,Dozen 2,Black,Even,High,Column 1
4763,36,Dozen 3,Red,Even,High,Column 3
4764,33,Dozen 3,Black,Odd,High,Column 3
4765,15,Dozen 2,Black,Odd,Low,Column 3
4766,16,Dozen 2,Red,Even,Low,Column 1
4767,20,Dozen 2,Black,Even,High,Column 2
4768,12,Dozen 1,Red,Even,Low,Column 3
4769,35,Dozen 3,Black,Odd,High,Column 2
4770,1,Dozen 1,Red,Odd,Low,Column 1
4771,29,Dozen 3,Black,Odd,High,Column 2
4772,21,Dozen 2,Red,Odd,High,Column 3
4773,32,Dozen 3,Red,Even,High,Column 2
4774,0,0,0,0,0,0
4775,24,Dozen 2,Black,Even,High,Column 3
4776,7,Dozen 1,Red,Odd,Low,Column 1
4777,12,Dozen 1,Red,Even,Low,Column 3
4778,8,Dozen 1,Black,Even,Low,Column 2
4779,11,Dozen 1,Black,Odd,Low,Column 2
4780,19,Dozen 2,Red,Odd,High,Column 1
4781,9,Dozen 1,Red,Odd,Low,Column 3
4782,14,Dozen 2,Red,Even,Low,Column 2
4783,13,Dozen 2,Black,Odd,Low,Column 1
4784,36,Dozen 3,Red,Even,High,Column 3
4785,5,Dozen 1,Red,Odd,Low,Column 2
4786,23,Dozen 2,Red,Odd,High,Column 2
4787,35,Dozen 3,Black,Odd,High,Column 2
4788,28,Dozen 3,Black,Even,High,Column 1
4789,8,Dozen 1,Black,Even,Low,Column 2
4790,15,Dozen 2,Black,Odd,Low,Column 3
4791,27,Dozen 3,Red,Odd,High,Column 3
4792,26,Dozen 3,Black,Even,High,Column 2
4793,12,Dozen 1,Red,Even,Low,Column 3
4794,29,Dozen 3,Black,Odd,High,Column 2
4795,22,Dozen 2,Black,Even,High,Column 1
4796,4,Dozen 1,Black,Even,Low,Column 1
4797,14,Dozen 2,Red,Even,Low,Column 2
4798,8,Dozen 1,Black,Even,Low,Column 2
4799,26,Dozen 3,Black,Even,High,Column 2
4800,13,Dozen 2,Black,Odd,Low,Column 1
4801,29,Dozen 3,Black,Odd,High,Column 2
4802,34,Dozen 3,Red,Even,High,Column 1
4803,0,0,0,0,0,0
4804,12,Dozen 1,Red,Even,Low,Column 3
4805,25,Dozen 3,Red,Odd,High,Column 1
4806,24,Dozen 2,Black,Even,High,Column 3
4807,2,Dozen 1,Black,Even,Low,Column 2
4808,2,Dozen 1,Black,Even,Low,Column 2
4809,20,Dozen 2,Black,Even,High,Column 2
4810,25,Dozen 3,Red,Odd,High,Column 1
4811,29,Dozen 3,Black,Odd,High,Column 2
4812,7,Dozen 1,Red,Odd,Low,Column 1
4813,33,Dozen 3,Black,Odd,High,Column 3
4814,33,Dozen 3,Black,Odd,High,Column 3
4815,21,Dozen 2,Red,Odd,High,Column 3
4816,1,Dozen 1,Red,Odd,Low,Column 1
4817,22,Dozen 2,Black,Even,High,Column 1
4818,27,Dozen 3,Red,Odd,High,Column 3
4819,10,Dozen 1,Black,Even,Low,Column 1
4820,20,Dozen 2,Black,Even,High,Column 2
4821,7,Dozen 1,Red,Odd,Low,Column 1
4822,10,Dozen 1,Black,Even,Low,Column 1
4823,8,Dozen 1,Black,Even,Low,Column 2
4824,25,Dozen 3,Red,Odd,High,Column 1
4825,0,0,0,0,0,0
4826,10,Dozen 1,Black,Even,Low,Column 1
4827,0,0,0,0,0,0
4828,28,Dozen 3,Black,Even,High,Column 1
4829,21,Dozen 2,Red,Odd,High,Column 3
4830,14,Dozen 2,Red,Even,Low,Column 2
4831,35,Dozen 3,Black,Odd,High,Column 2
4832,34,Dozen 3,Red,Even,High,Column 1
4833,16,Dozen 2,Red,Even,Low,Column 1
4834,12,Dozen 1,Red,Even,Low,Column 3
4835,17,Dozen 2,Black,Odd,Low,Column 2
4836,8,Dozen 1,Black,Even,Low,Column 2
4837,34,Dozen 3,Red,Even,High,Column 1
4838,10,Dozen 1,Black,Even,Low,Column 1
4839,0,0,0,0,0,0
4840,30,Dozen 3,Red,Even,High,Column 3
4841,15,Dozen 2,Black,Odd,Low,Column 3
4842,5,Dozen 1,Red,Odd,Low,Column 2
4843,17,Dozen 2,Black,Odd,Low,Column 2
4844,15,Dozen 2,Black,Odd,Low,Column 3
4845,17,Dozen 2,Black,Odd,Low,Column 2
4846,30,Dozen 3,Red,Even,High,Column 3
4847,24,Dozen 2,Black,Even,High,Column 3
4848,13,Dozen 2,Black,Odd,Low,Column 1
4849,15,Dozen 2,Black,Odd,Low,Column 3
4850,21,Dozen 2,Red,Odd,High,Column 3
4851,6,Dozen 1,Black,Even,Low,Column 3
4852,8,Dozen 1,Black,Even,Low,Column 2
4853,2,Dozen 1,Black,Even,Low,Column 2
4854,6,Dozen 1,Black,Even,Low,Column 3
4855,12,Dozen 1,Red,Even,Low,Column 3
4856,7,Dozen 1,Red,Odd,Low,Column 1
4857,8,Dozen 1,Black,Even,Low,Column 2
4858,23,Dozen 2,Red,Odd,High,Column 2
4859,28,Dozen 3,Black,Even,High,Column 1
4860,7,Dozen 1,Red,Odd,Low,Column 1
4861,26,Dozen 3,Black,Even,High,Column 2
4862,11,Dozen 1,Black,Odd,Low,Column 2
4863,3,Dozen 1,Red,Odd,Low,Column 3
4864,29,Dozen 3,Black,Odd,High,Column 2
4865,17,Dozen 2,Black,Odd,Low,Column 2
4866,16,Dozen 2,Red,Even,Low,Column 1
4867,2,Dozen 1,Black,Even,Low,Column 2
